,Mã khách hàng,Total Days
1059,CUZ01060,0.0
1060,CUZ01061,0.0
1061,CUZ01062,0.0
1062,CUZ01063,0.0
1063,CUZ01064,0.0
1064,CUZ01065,0.0
1065,CUZ01066,156.0
1066,CUZ01067,0.0
1067,CUZ01068,0.0
1068,CUZ01069,0.0
1069,CUZ01070,0.0
1070,CUZ01071,0.0
1071,CUZ01072,0.0
1072,CUZ01073,0.0
1073,CUZ01074,0.0
1074,CUZ01075,191.0
1075,CUZ01076,0.0
1076,CUZ01077,176.0
1077,CUZ01078,0.0
1078,CUZ01079,0.0
1079,CUZ01080,0.0
1080,CUZ01081,217.0
1081,CUZ01082,0.0
1082,CUZ01083,0.0
1083,CUZ01084,129.0
1084,CUZ01085,0.0
1085,CUZ01086,0.0
1086,CUZ01087,0.0
1087,CUZ01088,0.0
1088,CUZ01089,0.0
1089,CUZ01090,0.0
1090,CUZ01091,0.0
1091,CUZ01092,216.0
1092,CUZ01093,0.0
1093,CUZ01094,0.0
1094,CUZ01095,0.0
1095,CUZ01096,0.0
1096,CUZ01097,0.0
1097,CUZ01098,3.0
1098,CUZ01099,224.0
1099,CUZ01100,0.0
1100,CUZ01101,0.0
1101,CUZ01102,0.0
1102,CUZ01103,181.0
1103,CUZ01104,101.0
1104,CUZ01105,0.0
1105,CUZ01106,0.0
1106,CUZ01107,0.0
1107,CUZ01108,0.0
1108,CUZ01109,215.0
1109,CUZ01110,238.0
1110,CUZ01111,0.0
1111,CUZ01112,0.0
1112,CUZ01113,0.0
1113,CUZ01114,66.0
1114,CUZ01115,0.0
1115,CUZ01116,0.0
1116,CUZ01117,0.0
1117,CUZ01118,0.0
1118,CUZ01119,0.0
1119,CUZ01120,227.0
1120,CUZ01121,0.0
1121,CUZ01122,0.0
1122,CUZ01123,0.0
1123,CUZ01124,0.0
1124,CUZ01125,0.0
1125,CUZ01126,0.0
1126,CUZ01127,0.0
1127,CUZ01128,0.0
1128,CUZ01129,0.0
1129,CUZ01130,0.0
1130,CUZ01131,0.0
1131,CUZ01132,0.0
1132,CUZ01133,0.0
1133,CUZ01134,91.0
1134,CUZ01135,0.0
1135,CUZ01136,0.0
1136,CUZ01137,0.0
1137,CUZ01138,0.0
1138,CUZ01139,0.0
1139,CUZ01140,0.0
1140,CUZ01141,0.0
1141,CUZ01142,179.0
1142,CUZ01143,0.0
1143,CUZ01144,0.0
1144,CUZ01145,0.0
1145,CUZ01146,88.0
1146,CUZ01147,0.0
1147,CUZ01148,0.0
1148,CUZ01149,84.0
1149,CUZ01150,0.0
1150,CUZ01151,0.0
1151,CUZ01152,0.0
1152,CUZ01153,0.0
1153,CUZ01154,210.0
1154,CUZ01155,0.0
1155,CUZ01156,0.0
1156,CUZ01157,72.0
1157,CUZ01158,0.0
1158,CUZ01159,0.0
1159,CUZ01160,0.0
1160,CUZ01161,0.0
1161,CUZ01162,0.0
1162,CUZ01163,0.0
1163,CUZ01164,0.0
1164,CUZ01165,0.0
1165,CUZ01166,0.0
1166,CUZ01167,0.0
1167,CUZ01168,0.0
1168,CUZ01169,0.0
1169,CUZ01170,0.0
1170,CUZ01171,0.0
1171,CUZ01172,0.0
1172,CUZ01173,179.0
1173,CUZ01174,94.0
1174,CUZ01175,0.0
1175,CUZ01176,0.0
1176,CUZ01177,0.0
1177,CUZ01178,0.0
1178,CUZ01179,0.0
1179,CUZ01180,0.0
1180,CUZ01181,110.0
1181,CUZ01182,219.0
1182,CUZ01183,0.0
1183,CUZ01184,200.0
1184,CUZ01185,0.0
1185,CUZ01186,177.0
1186,CUZ01187,0.0
1187,CUZ01188,0.0
1188,CUZ01189,64.0
1189,CUZ01190,0.0
1190,CUZ01191,24.0
1191,CUZ01192,212.0
1192,CUZ01193,198.0
1193,CUZ01194,0.0
1194,CUZ01195,0.0
1195,CUZ01196,0.0
1196,CUZ01197,129.0
1197,CUZ01198,182.0
1198,CUZ01199,0.0
1199,CUZ01200,0.0
1200,CUZ01201,0.0
1201,CUZ01202,67.0
1202,CUZ01203,0.0
1203,CUZ01204,0.0
1204,CUZ01205,56.0
1205,CUZ01206,0.0
1206,CUZ01207,0.0
1207,CUZ01208,0.0
1208,CUZ01209,116.0
1209,CUZ01210,0.0
1210,CUZ01211,0.0
1211,CUZ01212,0.0
1212,CUZ01213,0.0
1213,CUZ01214,0.0
1214,CUZ01215,0.0
1215,CUZ01216,0.0
1216,CUZ01217,0.0
1217,CUZ01218,0.0
1218,CUZ01219,0.0
1219,CUZ01220,0.0
1220,CUZ01221,0.0
1221,CUZ01222,0.0
1222,CUZ01223,0.0
1223,CUZ01224,36.0
1224,CUZ01225,0.0
1225,CUZ01226,140.0
1226,CUZ01227,0.0
1227,CUZ01228,0.0
1228,CUZ01229,0.0
1229,CUZ01230,0.0
1230,CUZ01231,181.0
1231,CUZ01232,25.0
1232,CUZ01233,0.0
1233,CUZ01234,0.0
1234,CUZ01235,0.0
1235,CUZ01236,0.0
1236,CUZ01237,0.0
1237,CUZ01238,0.0
1238,CUZ01239,180.0
1239,CUZ01240,0.0
1240,CUZ01241,0.0
1241,CUZ01242,0.0
1242,CUZ01243,0.0
1243,CUZ01244,0.0
1244,CUZ01245,156.0
1245,CUZ01246,151.0
1246,CUZ01247,0.0
1247,CUZ01248,0.0
1248,CUZ01249,0.0
1249,CUZ01250,216.0
1250,CUZ01251,0.0
1251,CUZ01252,0.0
1252,CUZ01253,198.0
1253,CUZ01254,0.0
1254,CUZ01255,0.0
1255,CUZ01256,0.0
1256,CUZ01257,0.0
1257,CUZ01258,0.0
1258,CUZ01259,0.0
1259,CUZ01260,0.0
1260,CUZ01261,0.0
1261,CUZ01262,0.0
1262,CUZ01263,0.0
1263,CUZ01264,130.0
1264,CUZ01265,95.0
1265,CUZ01266,0.0
1266,CUZ01267,0.0
1267,CUZ01268,0.0
1268,CUZ01269,0.0
1269,CUZ01270,0.0
1270,CUZ01271,0.0
1271,CUZ01272,0.0
1272,CUZ01273,0.0
1273,CUZ01274,0.0
1274,CUZ01275,0.0
1275,CUZ01276,0.0
1276,CUZ01277,0.0
1277,CUZ01278,0.0
1278,CUZ01279,91.0
1279,CUZ01280,0.0
1280,CUZ01281,91.0
1281,CUZ01282,0.0
1282,CUZ01283,0.0
1283,CUZ01284,0.0
1284,CUZ01285,54.0
1285,CUZ01286,0.0
1286,CUZ01287,61.0
1287,CUZ01288,0.0
1288,CUZ01289,0.0
1289,CUZ01290,212.0
1290,CUZ01291,0.0
1291,CUZ01292,59.0
1292,CUZ01293,0.0
1293,CUZ01294,0.0
1294,CUZ01295,0.0
1295,CUZ01296,0.0
1296,CUZ01297,144.0
1297,CUZ01298,178.0
1298,CUZ01299,0.0
1299,CUZ01300,217.0
1300,CUZ01301,136.0
1301,CUZ01302,0.0
1302,CUZ01303,0.0
1303,CUZ01304,0.0
1304,CUZ01305,0.0
1305,CUZ01306,0.0
1306,CUZ01307,0.0
1307,CUZ01308,0.0
1308,CUZ01309,52.0
1309,CUZ01310,0.0
1310,CUZ01311,0.0
1311,CUZ01312,0.0
1312,CUZ01313,0.0
1313,CUZ01314,0.0
1314,CUZ01315,0.0
1315,CUZ01316,0.0
1316,CUZ01317,0.0
1317,CUZ01318,0.0
1318,CUZ01319,0.0
1319,CUZ01320,0.0
1320,CUZ01321,0.0
1321,CUZ01322,106.0
1322,CUZ01323,219.0
1323,CUZ01324,0.0
1324,CUZ01325,0.0
1325,CUZ01326,0.0
1326,CUZ01327,0.0
1327,CUZ01328,0.0
1328,CUZ01329,0.0
1329,CUZ01330,0.0
1330,CUZ01331,0.0
1331,CUZ01332,22.0
1332,CUZ01333,0.0
1333,CUZ01334,0.0
1334,CUZ01335,0.0
1335,CUZ01336,0.0
1336,CUZ01337,11.0
1337,CUZ01338,0.0
1338,CUZ01339,0.0
1339,CUZ01340,0.0
1340,CUZ01341,0.0
1341,CUZ01342,0.0
1342,CUZ01343,0.0
1343,CUZ01344,177.0
1344,CUZ01345,0.0
1345,CUZ01346,0.0
1346,CUZ01347,0.0
1347,CUZ01348,118.0
1348,CUZ01349,0.0
1349,CUZ01350,0.0
1350,CUZ01351,0.0
1351,CUZ01352,0.0
1352,CUZ01353,0.0
1353,CUZ01354,0.0
1354,CUZ01355,0.0
1355,CUZ01356,0.0
1356,CUZ01357,0.0
1357,CUZ01358,0.0
1358,CUZ01359,125.0
1359,CUZ01360,0.0
1360,CUZ01361,0.0
1361,CUZ01362,0.0
1362,CUZ01363,0.0
1363,CUZ01364,0.0
1364,CUZ01365,0.0
1365,CUZ01366,0.0
1366,CUZ01367,0.0
1367,CUZ01368,0.0
1368,CUZ01369,0.0
1369,CUZ01370,0.0
1370,CUZ01371,0.0
1371,CUZ01372,0.0
1372,CUZ01373,162.0
1373,CUZ01374,0.0
1374,CUZ01375,0.0
1375,CUZ01376,0.0
1376,CUZ01377,0.0
1377,CUZ01378,0.0
1378,CUZ01379,0.0
1379,CUZ01380,0.0
1380,CUZ01381,169.0
1381,CUZ01382,0.0
1382,CUZ01383,0.0
1383,CUZ01384,0.0
1384,CUZ01385,203.0
1385,CUZ01386,0.0
1386,CUZ01387,0.0
1387,CUZ01388,0.0
1388,CUZ01389,0.0
1389,CUZ01390,30.0
1390,CUZ01391,0.0
1391,CUZ01392,0.0
1392,CUZ01393,0.0
1393,CUZ01394,0.0
1394,CUZ01395,140.0
1395,CUZ01396,0.0
1396,CUZ01397,0.0
1397,CUZ01398,0.0
1398,CUZ01399,0.0
1399,CUZ01400,0.0
1400,CUZ01401,0.0
1401,CUZ01402,0.0
1402,CUZ01403,0.0
1403,CUZ01404,162.0
1404,CUZ01405,69.0
1405,CUZ01406,65.0
1406,CUZ01407,0.0
1407,CUZ01408,0.0
1408,CUZ01409,0.0
1409,CUZ01410,0.0
1410,CUZ01411,0.0
1411,CUZ01412,0.0
1412,CUZ01413,0.0
1413,CUZ01414,204.0
1414,CUZ01415,211.0
1415,CUZ01416,171.0
1416,CUZ01417,0.0
1417,CUZ01418,0.0
1418,CUZ01419,0.0
1419,CUZ01420,0.0
1420,CUZ01421,0.0
1421,CUZ01422,0.0
1422,CUZ01423,0.0
1423,CUZ01424,0.0
1424,CUZ01425,134.0
1425,CUZ01426,0.0
1426,CUZ01427,0.0
1427,CUZ01428,0.0
1428,CUZ01429,0.0
1429,CUZ01430,207.0
1430,CUZ01431,0.0
1431,CUZ01432,0.0
1432,CUZ01433,110.0
1433,CUZ01434,145.0
1434,CUZ01435,203.0
1435,CUZ01436,0.0
1436,CUZ01437,0.0
1437,CUZ01438,0.0
1438,CUZ01439,0.0
1439,CUZ01440,190.0
1440,CUZ01441,151.0
1441,CUZ01442,0.0
1442,CUZ01443,0.0
1443,CUZ01444,0.0
1444,CUZ01445,0.0
1445,CUZ01446,0.0
1446,CUZ01447,54.0
1447,CUZ01448,0.0
1448,CUZ01449,0.0
1449,CUZ01450,0.0
1450,CUZ01451,0.0
1451,CUZ01452,0.0
1452,CUZ01453,0.0
1453,CUZ01454,0.0
1454,CUZ01455,0.0
1455,CUZ01456,0.0
1456,CUZ01457,0.0
1457,CUZ01458,0.0
1458,CUZ01459,195.0
1459,CUZ01460,0.0
1460,CUZ01461,0.0
1461,CUZ01462,0.0
1462,CUZ01463,187.0
1463,CUZ01464,0.0
1464,CUZ01465,205.0
1465,CUZ01466,0.0
1466,CUZ01467,0.0
1467,CUZ01468,0.0
1468,CUZ01469,0.0
1469,CUZ01470,0.0
1470,CUZ01471,105.0
1471,CUZ01472,95.0
1472,CUZ01473,0.0
1473,CUZ01474,0.0
1474,CUZ01475,0.0
1475,CUZ01476,0.0
1476,CUZ01477,206.0
1477,CUZ01478,0.0
1478,CUZ01479,0.0
1479,CUZ01480,0.0
1480,CUZ01481,0.0
1481,CUZ01482,204.0
1482,CUZ01483,0.0
1483,CUZ01484,0.0
1484,CUZ01485,0.0
1485,CUZ01486,0.0
1486,CUZ01487,0.0
1487,CUZ01488,0.0
1488,CUZ01489,0.0
1489,CUZ01490,0.0
1490,CUZ01491,0.0
1491,CUZ01492,0.0
1492,CUZ01493,0.0
1493,CUZ01494,0.0
1494,CUZ01495,0.0
1495,CUZ01496,26.0
1496,CUZ01497,0.0
1497,CUZ01498,0.0
1498,CUZ01499,0.0
1499,CUZ01500,0.0
1500,CUZ01501,52.0
1501,CUZ01502,0.0
1502,CUZ01503,172.0
1503,CUZ01504,0.0
1504,CUZ01505,194.0
1505,CUZ01506,0.0
1506,CUZ01507,0.0
1507,CUZ01508,0.0
1508,CUZ01509,0.0
1509,CUZ01510,0.0
1510,CUZ01511,0.0
1511,CUZ01512,163.0
1512,CUZ01513,0.0
1513,CUZ01514,0.0
1514,CUZ01515,0.0
1515,CUZ01516,0.0
1516,CUZ01517,147.0
1517,CUZ01518,130.0
1518,CUZ01519,0.0
1519,CUZ01520,0.0
1520,CUZ01521,200.0
1521,CUZ01522,0.0
1522,CUZ01523,0.0
1523,CUZ01524,0.0
1524,CUZ01525,201.0
1525,CUZ01526,0.0
1526,CUZ01527,0.0
1527,CUZ01528,0.0
1528,CUZ01529,0.0
1529,CUZ01530,0.0
1530,CUZ01531,0.0
1531,CUZ01532,188.0
1532,CUZ01533,0.0
1533,CUZ01534,0.0
1534,CUZ01535,35.0
1535,CUZ01536,0.0
1536,CUZ01537,0.0
1537,CUZ01538,0.0
1538,CUZ01539,0.0
1539,CUZ01540,41.0
1540,CUZ01541,0.0
1541,CUZ01542,0.0
1542,CUZ01543,0.0
1543,CUZ01544,0.0
1544,CUZ01545,0.0
1545,CUZ01546,0.0
1546,CUZ01547,0.0
1547,CUZ01548,0.0
1548,CUZ01549,120.0
1549,CUZ01550,0.0
1550,CUZ01551,0.0
1551,CUZ01552,0.0
1552,CUZ01553,0.0
1553,CUZ01554,0.0
1554,CUZ01555,0.0
1555,CUZ01556,0.0
1556,CUZ01557,0.0
1557,CUZ01558,178.0
1558,CUZ01559,0.0
1559,CUZ01560,0.0
1560,CUZ01561,0.0
1561,CUZ01562,0.0
1562,CUZ01563,0.0
1563,CUZ01564,0.0
1564,CUZ01565,0.0
1565,CUZ01566,181.0
1566,CUZ01567,80.0
1567,CUZ01568,0.0
1568,CUZ01569,0.0
1569,CUZ01570,0.0
1570,CUZ01571,0.0
1571,CUZ01572,0.0
1572,CUZ01573,62.0
1573,CUZ01574,65.0
1574,CUZ01575,0.0
1575,CUZ01576,0.0
1576,CUZ01577,0.0
1577,CUZ01578,0.0
1578,CUZ01579,0.0
1579,CUZ01580,19.0
1580,CUZ01581,0.0
1581,CUZ01582,0.0
1582,CUZ01583,0.0
1583,CUZ01584,0.0
1584,CUZ01585,0.0
1585,CUZ01586,0.0
1586,CUZ01587,0.0
1587,CUZ01588,0.0
1588,CUZ01589,0.0
1589,CUZ01590,0.0
1590,CUZ01591,122.0
1591,CUZ01592,0.0
1592,CUZ01593,171.0
1593,CUZ01594,0.0
1594,CUZ01595,0.0
1595,CUZ01596,0.0
1596,CUZ01597,0.0
1597,CUZ01598,0.0
1598,CUZ01599,0.0
1599,CUZ01600,0.0
1600,CUZ01601,0.0
1601,CUZ01602,0.0
1602,CUZ01603,0.0
1603,CUZ01604,0.0
1604,CUZ01605,0.0
1605,CUZ01606,0.0
1606,CUZ01607,0.0
1607,CUZ01608,0.0
1608,CUZ01609,0.0
1609,CUZ01610,0.0
1610,CUZ01611,27.0
1611,CUZ01612,0.0
1612,CUZ01613,0.0
1613,CUZ01614,171.0
1614,CUZ01615,0.0
1615,CUZ01616,0.0
1616,CUZ01617,0.0
1617,CUZ01618,173.0
1618,CUZ01619,0.0
1619,CUZ01620,0.0
1620,CUZ01621,0.0
1621,CUZ01622,23.0
1622,CUZ01623,0.0
1623,CUZ01624,0.0
1624,CUZ01625,0.0
1625,CUZ01626,0.0
1626,CUZ01627,0.0
1627,CUZ01628,72.0
1628,CUZ01629,0.0
1629,CUZ01630,0.0
1630,CUZ01631,0.0
1631,CUZ01632,0.0
1632,CUZ01633,0.0
1633,CUZ01634,0.0
1634,CUZ01635,0.0
1635,CUZ01636,0.0
1636,CUZ01637,0.0
1637,CUZ01638,0.0
1638,CUZ01639,0.0
1639,CUZ01640,0.0
1640,CUZ01641,0.0
1641,CUZ01642,0.0
1642,CUZ01643,103.0
1643,CUZ01644,0.0
1644,CUZ01645,0.0
1645,CUZ01646,0.0
1646,CUZ01647,0.0
1647,CUZ01648,0.0
1648,CUZ01649,0.0
1649,CUZ01650,0.0
1650,CUZ01651,0.0
1651,CUZ01652,0.0
1652,CUZ01653,0.0
1653,CUZ01654,0.0
1654,CUZ01655,148.0
1655,CUZ01656,0.0
1656,CUZ01657,0.0
1657,CUZ01658,0.0
1658,CUZ01659,0.0
1659,CUZ01660,14.0
1660,CUZ01661,0.0
1661,CUZ01662,0.0
1662,CUZ01663,0.0
1663,CUZ01664,0.0
1664,CUZ01665,0.0
1665,CUZ01666,0.0
1666,CUZ01667,0.0
1667,CUZ01668,0.0
1668,CUZ01669,163.0
1669,CUZ01670,0.0
1670,CUZ01671,0.0
1671,CUZ01672,0.0
1672,CUZ01673,0.0
1673,CUZ01674,0.0
1674,CUZ01675,0.0
1675,CUZ01676,0.0
1676,CUZ01677,0.0
1677,CUZ01678,0.0
1678,CUZ01679,0.0
1679,CUZ01680,0.0
1680,CUZ01681,0.0
1681,CUZ01682,0.0
1682,CUZ01683,20.0
1683,CUZ01684,0.0
1684,CUZ01685,97.0
1685,CUZ01686,0.0
1686,CUZ01687,0.0
1687,CUZ01688,0.0
1688,CUZ01689,0.0
1689,CUZ01690,0.0
1690,CUZ01691,0.0
1691,CUZ01692,0.0
1692,CUZ01693,104.0
1693,CUZ01694,0.0
1694,CUZ01695,143.0
1695,CUZ01696,0.0
1696,CUZ01697,0.0
1697,CUZ01698,0.0
1698,CUZ01699,0.0
1699,CUZ01700,0.0
1700,CUZ01701,146.0
1701,CUZ01702,0.0
1702,CUZ01703,0.0
1703,CUZ01704,41.0
1704,CUZ01705,0.0
1705,CUZ01706,0.0
1706,CUZ01707,16.0
1707,CUZ01708,166.0
1708,CUZ01709,0.0
1709,CUZ01710,38.0
1710,CUZ01711,0.0
1711,CUZ01712,0.0
1712,CUZ01713,0.0
1713,CUZ01714,0.0
1714,CUZ01715,0.0
1715,CUZ01716,0.0
1716,CUZ01717,0.0
1717,CUZ01718,54.0
1718,CUZ01719,0.0
1719,CUZ01720,43.0
1720,CUZ01721,0.0
1721,CUZ01722,0.0
1722,CUZ01723,104.0
1723,CUZ01724,0.0
1724,CUZ01725,3.0
1725,CUZ01726,0.0
1726,CUZ01727,0.0
1727,CUZ01728,128.0
1728,CUZ01729,0.0
1729,CUZ01730,0.0
1730,CUZ01731,0.0
1731,CUZ01732,0.0
1732,CUZ01733,0.0
1733,CUZ01734,0.0
1734,CUZ01735,0.0
1735,CUZ01736,0.0
1736,CUZ01737,0.0
1737,CUZ01738,0.0
1738,CUZ01739,0.0
1739,CUZ01740,55.0
1740,CUZ01741,98.0
1741,CUZ01742,0.0
1742,CUZ01743,0.0
1743,CUZ01744,81.0
1744,CUZ01745,0.0
1745,CUZ01746,81.0
1746,CUZ01747,124.0
1747,CUZ01748,0.0
1748,CUZ01749,95.0
1749,CUZ01750,0.0
1750,CUZ01751,0.0
1751,CUZ01752,180.0
1752,CUZ01753,0.0
1753,CUZ01754,159.0
1754,CUZ01755,0.0
1755,CUZ01756,0.0
1756,CUZ01757,0.0
1757,CUZ01758,0.0
1758,CUZ01759,0.0
1759,CUZ01760,0.0
1760,CUZ01761,0.0
1761,CUZ01762,49.0
1762,CUZ01763,0.0
1763,CUZ01764,0.0
1764,CUZ01765,0.0
1765,CUZ01766,0.0
1766,CUZ01767,0.0
1767,CUZ01768,0.0
1768,CUZ01769,50.0
1769,CUZ01770,0.0
1770,CUZ01771,0.0
1771,CUZ01772,0.0
1772,CUZ01773,0.0
1773,CUZ01774,0.0
1774,CUZ01775,0.0
1775,CUZ01776,0.0
1776,CUZ01777,0.0
1777,CUZ01778,0.0
1778,CUZ01779,0.0
1779,CUZ01780,0.0
1780,CUZ01781,0.0
1781,CUZ01782,0.0
1782,CUZ01783,94.0
1783,CUZ01784,0.0
1784,CUZ01785,0.0
1785,CUZ01786,0.0
1786,CUZ01787,0.0
1787,CUZ01788,0.0
1788,CUZ01789,0.0
1789,CUZ01790,0.0
1790,CUZ01791,0.0
1791,CUZ01792,91.0
1792,CUZ01793,0.0
1793,CUZ01794,0.0
1794,CUZ01795,49.0
1795,CUZ01796,48.0
1796,CUZ01797,121.0
1797,CUZ01798,0.0
1798,CUZ01799,0.0
1799,CUZ01800,0.0
1800,CUZ01801,0.0
1801,CUZ01802,0.0
1802,CUZ01803,0.0
1803,CUZ01804,0.0
1804,CUZ01805,0.0
1805,CUZ01806,0.0
1806,CUZ01807,0.0
1807,CUZ01808,0.0
1808,CUZ01809,0.0
1809,CUZ01810,0.0
1810,CUZ01811,0.0
1811,CUZ01812,88.0
1812,CUZ01813,122.0
1813,CUZ01814,0.0
1814,CUZ01815,0.0
1815,CUZ01816,0.0
1816,CUZ01817,0.0
1817,CUZ01818,76.0
1818,CUZ01819,0.0
1819,CUZ01820,0.0
1820,CUZ01821,0.0
1821,CUZ01822,0.0
1822,CUZ01823,0.0
1823,CUZ01824,0.0
1824,CUZ01825,0.0
1825,CUZ01826,0.0
1826,CUZ01827,0.0
1827,CUZ01828,0.0
1828,CUZ01829,82.0
1829,CUZ01830,0.0
1830,CUZ01831,0.0
1831,CUZ01832,0.0
1832,CUZ01833,133.0
1833,CUZ01834,0.0
1834,CUZ01835,0.0
1835,CUZ01836,0.0
1836,CUZ01837,0.0
1837,CUZ01838,0.0
1838,CUZ01839,0.0
1839,CUZ01840,0.0
1840,CUZ01841,0.0
1841,CUZ01842,0.0
1842,CUZ01843,0.0
1843,CUZ01844,0.0
1844,CUZ01845,0.0
1845,CUZ01846,0.0
1846,CUZ01847,0.0
1847,CUZ01848,148.0
1848,CUZ01849,0.0
1849,CUZ01850,0.0
1850,CUZ01851,96.0
1851,CUZ01852,0.0
1852,CUZ01853,168.0
1853,CUZ01854,0.0
1854,CUZ01855,0.0
1855,CUZ01856,0.0
1856,CUZ01857,58.0
1857,CUZ01858,0.0
1858,CUZ01859,0.0
1859,CUZ01860,0.0
1860,CUZ01861,0.0
1861,CUZ01862,0.0
1862,CUZ01863,0.0
1863,CUZ01864,0.0
1864,CUZ01865,96.0
1865,CUZ01866,68.0
1866,CUZ01867,0.0
1867,CUZ01868,0.0
1868,CUZ01869,0.0
1869,CUZ01870,0.0
1870,CUZ01871,0.0
1871,CUZ01872,113.0
1872,CUZ01873,0.0
1873,CUZ01874,0.0
1874,CUZ01875,165.0
1875,CUZ01876,0.0
1876,CUZ01877,142.0
1877,CUZ01878,138.0
1878,CUZ01879,0.0
1879,CUZ01880,0.0
1880,CUZ01881,0.0
1881,CUZ01882,158.0
1882,CUZ01883,0.0
1883,CUZ01884,0.0
1884,CUZ01885,0.0
1885,CUZ01886,0.0
1886,CUZ01887,165.0
1887,CUZ01888,0.0
1888,CUZ01889,0.0
1889,CUZ01890,0.0
1890,CUZ01891,0.0
1891,CUZ01892,0.0
1892,CUZ01893,0.0
1893,CUZ01894,0.0
1894,CUZ01895,0.0
1895,CUZ01896,0.0
1896,CUZ01897,0.0
1897,CUZ01898,0.0
1898,CUZ01899,0.0
1899,CUZ01900,148.0
1900,CUZ01901,0.0
1901,CUZ01902,132.0
1902,CUZ01903,0.0
1903,CUZ01904,0.0
1904,CUZ01905,0.0
1905,CUZ01906,0.0
1906,CUZ01907,0.0
1907,CUZ01908,0.0
1908,CUZ01909,0.0
1909,CUZ01910,0.0
1910,CUZ01911,118.0
1911,CUZ01912,0.0
1912,CUZ01913,0.0
1913,CUZ01914,0.0
1914,CUZ01915,0.0
1915,CUZ01916,0.0
1916,CUZ01917,0.0
1917,CUZ01918,0.0
1918,CUZ01919,0.0
1919,CUZ01920,0.0
1920,CUZ01921,0.0
1921,CUZ01922,0.0
1922,CUZ01923,0.0
1923,CUZ01924,36.0
1924,CUZ01925,0.0
1925,CUZ01926,0.0
1926,CUZ01927,0.0
1927,CUZ01928,0.0
1928,CUZ01929,0.0
1929,CUZ01930,113.0
1930,CUZ01931,0.0
1931,CUZ01932,0.0
1932,CUZ01933,0.0
1933,CUZ01934,0.0
1934,CUZ01935,0.0
1935,CUZ01936,0.0
1936,CUZ01937,132.0
1937,CUZ01938,0.0
1938,CUZ01939,0.0
1939,CUZ01940,130.0
1940,CUZ01941,0.0
1941,CUZ01942,0.0
1942,CUZ01943,0.0
1943,CUZ01944,0.0
1944,CUZ01945,112.0
1945,CUZ01946,0.0
1946,CUZ01947,0.0
1947,CUZ01948,0.0
1948,CUZ01949,0.0
1949,CUZ01950,110.0
1950,CUZ01951,99.0
1951,CUZ01952,0.0
1952,CUZ01953,0.0
1953,CUZ01954,0.0
1954,CUZ01955,80.0
1955,CUZ01956,0.0
1956,CUZ01957,0.0
1957,CUZ01958,0.0
1958,CUZ01959,0.0
1959,CUZ01960,0.0
1960,CUZ01961,0.0
1961,CUZ01962,26.0
1962,CUZ01963,0.0
1963,CUZ01964,0.0
1964,CUZ01965,0.0
1965,CUZ01966,0.0
1966,CUZ01967,131.0
1967,CUZ01968,0.0
1968,CUZ01969,0.0
1969,CUZ01970,155.0
1970,CUZ01971,0.0
1971,CUZ01972,0.0
1972,CUZ01973,0.0
1973,CUZ01974,121.0
1974,CUZ01975,68.0
1975,CUZ01976,124.0
1976,CUZ01977,0.0
1977,CUZ01978,0.0
1978,CUZ01979,0.0
1979,CUZ01980,0.0
1980,CUZ01981,0.0
1981,CUZ01982,0.0
1982,CUZ01983,127.0
1983,CUZ01984,0.0
1984,CUZ01985,0.0
1985,CUZ01986,0.0
1986,CUZ01987,0.0
1987,CUZ01988,40.0
1988,CUZ01989,0.0
1989,CUZ01990,80.0
1990,CUZ01991,0.0
1991,CUZ01992,61.0
1992,CUZ01993,56.0
1993,CUZ01994,0.0
1994,CUZ01995,0.0
1995,CUZ01996,0.0
1996,CUZ01997,0.0
1997,CUZ01998,0.0
1998,CUZ01999,0.0
1999,CUZ02000,0.0
2000,CUZ02001,0.0
2001,CUZ02002,0.0
2002,CUZ02003,0.0
2003,CUZ02004,0.0
2004,CUZ02005,0.0
2005,CUZ02006,0.0
2006,CUZ02007,89.0
2007,CUZ02008,0.0
2008,CUZ02009,0.0
2009,CUZ02010,21.0
2010,CUZ02011,0.0
2011,CUZ02012,0.0
2012,CUZ02013,0.0
2013,CUZ02014,0.0
2014,CUZ02015,0.0
2015,CUZ02016,0.0
2016,CUZ02017,0.0
2017,CUZ02018,0.0
2018,CUZ02019,0.0
2019,CUZ02020,52.0
2020,CUZ02021,0.0
2021,CUZ02022,0.0
2022,CUZ02023,0.0
2023,CUZ02024,0.0
2024,CUZ02025,6.0
2025,CUZ02026,0.0
2026,CUZ02027,0.0
2027,CUZ02028,0.0
2028,CUZ02029,0.0
2029,CUZ02030,101.0
2030,CUZ02031,96.0
2031,CUZ02032,0.0
2032,CUZ02033,0.0
2033,CUZ02034,0.0
2034,CUZ02035,0.0
2035,CUZ02036,0.0
2036,CUZ02037,0.0
2037,CUZ02038,0.0
2038,CUZ02039,0.0
2039,CUZ02040,18.0
2040,CUZ02041,0.0
2041,CUZ02042,0.0
2042,CUZ02043,53.0
2043,CUZ02044,141.0
2044,CUZ02045,0.0
2045,CUZ02046,0.0
2046,CUZ02047,0.0
2047,CUZ02048,0.0
2048,CUZ02049,142.0
2049,CUZ02050,0.0
2050,CUZ02051,0.0
2051,CUZ02052,0.0
2052,CUZ02053,47.0
2053,CUZ02054,0.0
2054,CUZ02055,0.0
2055,CUZ02056,0.0
2056,CUZ02057,0.0
